Drug_Ingredient,Food,label,Calories,Protein,Fat,Carbs,Herbal_Risk,Alcohol_Risk,Iron_Rich,High_Fat,High_Protein,Therapeutic_Class,Action_Class
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Levomilnacipran,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  NEURO CNS ,  Serotonin-norepinephrine reuptake inhibitors (SNRIs
Levomilnacipran,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  NEURO CNS ,  Serotonin-norepinephrine reuptake inhibitors (SNRIs
Levomilnacipran,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  NEURO CNS ,  Serotonin-norepinephrine reuptake inhibitors (SNRIs
Levomilnacipran,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  NEURO CNS ,  Serotonin-norepinephrine reuptake inhibitors (SNRIs
Floctafenine,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Floctafenine,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Ditazole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Ditazole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Vorapaxar,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Vorapaxar,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Edoxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Edoxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Dextran,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Dextran,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Bemiparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Bemiparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Bemiparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Bemiparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Bemiparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Bemiparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Reviparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Reviparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Parnaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Parnaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Parnaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Parnaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Certoparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Certoparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Desirudin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Desirudin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Antithrombin Alfa,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Antithrombin Alfa,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Protein C,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Protein C,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Antithrombin III human,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Antithrombin III human,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Letaxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Letaxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Darexaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Darexaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Betrixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Betrixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Nafamostat,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Nafamostat,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Monteplase,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Monteplase,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Gabexate,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Gabexate,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Fluindione,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Fluindione,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Protein S human,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Protein S human,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Clorindione,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Clorindione,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Diphenadione,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Diphenadione,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Tioclomarol,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Tioclomarol,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Melagatran,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Melagatran,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Saruplase,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Saruplase,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
(S)-Warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
(S)-Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Tocopherylquinone,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Tocopherylquinone,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Dabigatran,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Dabigatran,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Metaxalone,Aluwa,0,400.0,3.0,8.0,85.0,False,False,False,False,False,  PAIN ANALGESICS ,  Skeletal muscle relaxant- Centrally actin
Pneumococcal Polysaccharide Conjugate Vaccine,Boondi,0,240.0,3.0,10.0,38.0,False,False,False,False,False,  VACCINES ,  Subunit (Purified antigen
Magnesium Bisglycinate,Roast Green Pea,0,190.0,14.0,4.5,32.0,False,False,False,False,True,  VITAMINS MINERALS NUTRIENTS ,  Mineral
Cabazitaxel,Boondi,0,240.0,3.0,10.0,38.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Alkaloids-cytotoxic agent
Pirfenidone,Whole Milk,0,130.0,7.0,7.0,10.0,False,False,False,False,False,  RESPIRATORY ,  Idiopathic pulmonary fibrosis (IPF
Eszopiclone,Mango Chutney,0,60.0,0.5,0.0,15.0,False,False,False,False,False,  NEURO CNS ,  Non-benzodiazepine hypnotics (Z Compounds
Insulin Lispro,Fruit & Nut ice cream,0,230.0,3.9,9.0,34.0,False,False,False,False,False,  ANTI DIABETIC ,  Insulin analogues- rapid actin
Desonide,Skim Milk,0,80.0,8.0,0.0,12.0,False,False,False,False,False,  DERMA ,  Glucocorticoid
Faropenem,Thala Bola,0,26.0,0.6,1.6,3.2,False,False,False,False,False,  ANTI INFECTIVES ,  Pene
Inactivated Hepatitis A Vaccine,Custard cream biscuit,0,54.0,0.6,2.0,9.0,False,False,False,False,False,  VACCINE,Unknown
Deflazacort,Cucumber Salad,0,35.0,1.0,0.0,7.0,False,False,False,False,False,  HORMONE,Unknown
ANTI-PSORIATIC,Kola Mallum,0,80.0,1.0,5.0,5.0,False,False,False,False,False,  DERM,Unknown
Ursodeoxycholic Acid,Dodol,0,380.0,2.0,12.0,75.0,False,False,False,True,False,  GASTRO INTESTINAL ,  Hepatoprotective
Nicotinic acid,Custard cream biscuit,0,54.0,0.6,2.0,9.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENTS ,  Vitamin
Fluorouracil,Mango Chutney with Sugar,0,200.0,0.5,0.0,50.0,False,False,False,False,False,  ANTI NEOPLASTICS ,  Antimetabolite
Magnesium Citrate,Kiribath,0,150.0,1.9,7.0,16.0,False,False,False,False,False,  VITAMINS MINERALS NUTRIENT,Unknown
Methylphenidate,Skim Milk,0,80.0,8.0,0.0,12.0,False,False,False,False,False,  NEURO CNS ,  Sympthatomimmetics-ADH
Proguanil,Banana,0,90.0,1.0,0.0,23.0,False,False,False,False,False,  ANTI MALARIALS ,  Antimalarial- other
Calcium Chloride,Lunu Miris,0,12.0,0.87,0.04,1.43,False,False,False,False,False,  DERM,Unknown
Phenylpropanolamine,Kola Mallum,0,80.0,1.0,5.0,5.0,False,False,False,False,False,  RESPIRATOR,Unknown
Framycetin,Chocolate Cream Biscuit,0,53.0,1.0,2.0,8.0,False,False,False,False,False,  DERMA ,  Aminoglycoside
Desidustat,Boondi,0,240.0,3.0,10.0,38.0,False,False,False,False,False,  BLOOD RELATE,Unknown
Urofollitropin,Kotmale Vanilla milk,0,124.0,3.4,3.0,21.0,False,False,False,False,False,  GYNAECOLOGICAL ,  Gonadotropin
Paroxetine,Soya meat curry,0,84.0,6.0,4.0,8.0,False,False,False,False,False,  NEURO CNS ,  Selective Seretonin Reuptake inhibitors (SSRIs
Trazodone,Egg,0,70.0,6.0,5.0,0.4,False,False,False,False,False,  NEURO CNS ,  Serotonin antagonist and reuptake inhibitors (SARIs
Lactase,Skim Milk,0,80.0,8.0,0.0,12.0,False,False,False,False,False,  GASTRO INTESTINAL ,  Digestive enzyme
Allylestrenol,Dodol,0,380.0,2.0,12.0,75.0,False,False,False,True,False,  GYNAECOLOGICAL ,  Progestins- Other
Itopride,Wonder choc ice cream,0,206.0,2.4,14.0,18.0,False,False,False,True,False,  GASTRO INTESTINAL ,  Dopamine (D2) receptor antagonist-Prokinetic agen
Ciclesonide,Whole Milk,0,130.0,7.0,7.0,10.0,False,False,False,False,False,  RESPIRATOR,Unknown
Lacidipine,Chocolate Cream Biscuit,0,53.0,1.0,2.0,8.0,False,False,False,False,False,  CARDIAC ,  Calcium channel blockers- Dihydropyridines (DHP
Disodium Hydrogen Citrate,Lemon puff,0,59.0,0.7,2.3,8.7,False,False,False,False,False,  UROLOGY ,  Uricosuric agent-gou
Tofacitinib,Lunu Miris,0,12.0,0.87,0.04,1.43,False,False,False,False,False,  PAIN ANALGESICS ,  Janus kinase inhibitor
Exenatide,Jackfruit,0,33.0,0.6,0.2,8.2,False,False,False,False,False,  ANTI DIABETIC ,  Insulin Secretogogues   GLP-1 agonist
Clofazimine,Dhal Curry,0,100.0,7.0,2.0,14.0,False,False,False,False,False,  ANTI INFECTIVES ,  Anti leproti
Tiagabine,Roast Green Pea,0,190.0,14.0,4.5,32.0,False,False,False,False,True,  NEURO CNS ,  GABA reuptake inhibitors (AED
Arteether,Jelly Jujub,0,14.0,0.0,0.0,3.4,False,False,False,False,False,  ANTI MALARIALS ,  Antimalarial- Artemisinin and derivative
Secnidazole,Kiribath,0,150.0,1.9,7.0,16.0,False,False,False,False,False,  ANTI INFECTIVES ,  5-Nitroimidazole (Antiprotozoal & Antibacterial
Mupirocin,Watermelon,0,30.0,0.6,0.2,7.6,False,False,False,False,False,  DERMA ,  Cell membrane active agen
Ripasudil,Kotmale Vanilla milk,0,124.0,3.4,3.0,21.0,False,False,False,False,False,  OPHTHA,Unknown
Besifloxacin,Dhal Curry,0,100.0,7.0,2.0,14.0,False,False,False,False,False,  OPHTHAL ,  Quinolones/ Fluroquinolone
Dopamine,Coconut Cake,0,250.0,3.0,14.0,30.0,False,False,False,True,False,  CARDIAC ,  Sympathomimetics agonist-Inotrope
Pregabalin,White Noodles,0,140.0,4.0,1.0,30.0,False,False,False,False,False,  NEURO CN,Unknown
Carbenicillin,Saw Kanji,0,250.0,6.0,5.0,50.0,False,False,False,False,False,  ANTI INFECTIVES ,  Cell wall active agent -Extended spectrum Penicilli
Trifluoperazine,Beetroot curry with coconut milk,0,89.0,2.0,4.7,11.0,False,False,False,False,False,  NEURO CN,Unknown
Carbenicillin,Chocolate Cake,0,250.0,3.0,12.0,35.0,False,False,False,True,False,  ANTI INFECTIVES ,  Cell wall active agent -Extended spectrum Penicilli
