Drug_Ingredient,Food,label,Calories,Protein,Fat,Carbs,Herbal_Risk,Alcohol_Risk,Iron_Rich,High_Fat,High_Protein,Therapeutic_Class,Action_Class
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Rivaroxaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Oral Factor Xa Inhibitor
Sulodexide,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Sulodexide,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Semuloparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Semuloparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Idraparinux,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Idraparinux,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Cangrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Cangrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Apixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATE,Unknown
Apixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATE,Unknown
Otamixaban,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Otamixaban,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Amediplase,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Amediplase,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Dabigatran etexilate,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Dabigatran etexilate,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Danaparoid,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Danaparoid,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Dalteparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Dalteparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Tinzaparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
GW-813893,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
GW-813893,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Ferulic acid,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Ferulic acid,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
(R)-warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
(R)-warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Ethyl biscoumacetate,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Ethyl biscoumacetate,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Nadroparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Nadroparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Low molecular weight Heparin (LMWH
Triflusal,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Triflusal,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
Ticagrelor,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  P2Y12 inhibitors (ADP receptor
